Time,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
2022-03-13,0.525894120051982,0.4878785417464383,0.7698390468746116,0.3642599821897968,0.4164867051629163,1
2022-03-14,0.47732827632857977,0.6993597576578259,0.12040020014228159,0.7463375020041758,0.812359652906065,0
2022-03-15,0.4389729422241141,0.6218206055197838,0.7709008306668618,0.3757121234037081,0.6619843274670177,1
2022-03-16,0.47331453363112663,0.8987819564710585,0.3296940653528935,0.30887270191141625,0.10588178568328865,0
2022-03-17,0.5689472344933222,0.3850221046679184,0.9817661650460167,0.6923044046162593,0.7543750974772893,1
2022-03-18,0.8600688793145818,0.6139133821214932,0.816697567877052,0.5644364202864677,0.7675345580967984,1
2022-03-19,0.42502433652405247,0.7278334967584567,0.5687004698219261,0.8199534833692184,0.8250340549849361,1
2022-03-20,0.7380560643558262,0.7670497020029784,0.5471895261867072,0.6742041848415533,0.6340170101395007,0
2022-03-21,0.35391636318851416,0.003216797123294035,0.8318351788654069,0.07664804494837196,0.7997879512739877,1
2022-03-22,0.9568894480831944,0.3546255348379599,0.7316713763860633,0.9819584975596455,0.050009594906200605,0
2022-03-23,0.866668624594902,0.1648843496939726,0.3449563775306713,0.8862292103930774,0.12845298856404597,1
2022-03-24,0.8267259878477138,0.11802511902208634,0.7171026657503399,0.8880809510572815,0.6243220368160323,0
2022-03-25,0.20984966332218657,0.0054747916294524135,0.72867156728188,0.4599540943379643,0.1406525105826475,1
2022-03-26,0.181274714704992,0.12828466863210064,0.22220089442944557,0.1662178044256306,0.25986904860295346,0
2022-03-27,0.7797084434579071,0.16277975930329835,0.9104495384038377,0.35748426500139285,0.31835466746558294,0
2022-03-28,0.6123967822681295,0.4580466142287951,0.36162332674305253,0.2773141088111297,0.867352416287729,1
2022-03-29,0.9359035732836252,0.2347857410231553,0.3371286214220003,0.7477930644151506,0.44524605445688903,0
2022-03-30,0.7991014161154119,0.21725069309911405,0.7788329131349474,0.22744109089852538,0.0016133155393257548,1
2022-03-31,0.6007278338155467,0.27145422044433765,0.3300662740223723,0.8360693549325506,0.5220662388202124,1
2022-04-01,0.17677539018899713,0.9601612017533406,0.5134328270206788,0.4271413864532735,0.9231657742930285,1
2022-04-02,0.2754839577301793,0.6921667714547574,0.29550351401713393,0.20907269898844638,0.5288243696834936,1
2022-04-03,0.35618468533410297,0.3175341483353079,0.9797032255216881,0.10851702271024222,0.41261052312188573,1
2022-04-04,0.28537716467260676,0.1956930376689089,0.07395357094632293,0.7251924544949492,0.0879202428410849,1
2022-04-05,0.2377350756814367,0.2642930740390552,0.36293645775628514,0.10145576840689807,0.8202957169619498,1
2022-04-06,0.5309176667429069,0.16834059047786232,0.8033878989943676,0.8072560679658841,0.17546518887131168,1
2022-04-07,0.1433721421484745,0.6951014119966915,0.582269729270604,0.9061956205526882,0.6659313427770724,1
2022-04-08,0.32311243321181893,0.06201581727532879,0.5835308663597043,0.2488259325852874,0.9996599216825024,1
2022-04-09,0.7804548938256594,0.6387365885779657,0.9230495723093293,0.48486088602477584,0.5595051785117278,1
2022-04-10,0.8854750677804887,0.8632155018999137,0.4964713440676375,0.43588100992090995,0.08500974303353093,0
