PassengerId,Survived_pred,Survived_prob
1258,0,0.09151548214061235
1259,1,0.6088763737803339
1260,1,0.876151555393167
1261,0,0.23009936849234977
1262,0,0.2774258268084202
1263,1,0.9149235886157395
1264,0,0.3294929718553283
1265,0,0.1576118932241071
1266,1,0.8415495004457884
1267,1,0.8706175095803651
1268,1,0.6106967442331313
1269,0,0.2774258268084202
1270,0,0.286951726574091
1271,0,0.1706573951478244
1272,0,0.09165310372559055
1273,0,0.09698596508264834
1274,1,0.5649744607272128
1275,1,0.6323057332424483
1276,0,0.23572353009790667
1277,1,0.8164507550214268
1278,0,0.10259937297769867
1279,0,0.11083932805920518
1280,0,0.1115553888487785
1281,0,0.16663440803718738
1282,1,0.5196516780720618
1283,1,0.8549526133377942
1284,0,0.13846105181156257
1285,0,0.1456415877700896
1286,0,0.08880019893288563
1287,1,0.9426624479304568
1288,0,0.10261129311459906
1289,1,0.8650502083975494
1290,0,0.10849615474547766
1291,0,0.08414437053081962
1292,1,0.9167541085813556
1293,0,0.18382400086499245
1294,1,0.9355321789294161
1295,1,0.5689370049926634
1296,0,0.37054299527641066
1297,0,0.28361272321791653
1298,0,0.2651256950612477
1299,0,0.3113383338872439
1300,1,0.5653852728673112
1301,1,0.7393318960059203
1302,1,0.5653835035712617
1303,1,0.900145039211569
1304,1,0.5653819887616763
1305,0,0.09164694521673503
1306,1,0.8939463946406256
1307,0,0.06776817275243423
1308,0,0.09164694521673503
1309,0,0.09135365098691271
